1.四则运算题目1    1 - 1 = 
5817.四则运算题目5817    5 + 3 / 3 * 3 = 
5818.四则运算题目5818    8 - 0 * 8 - 6 = 
5819.四则运算题目5819    9 + 2 * 6 - 6 = 
5820.四则运算题目5820    4 - 3 + 3 + 4 = 
5821.四则运算题目5821    1 + 3 / 2 - 1 = 
5822.四则运算题目5822    8 + 5 / 5 / 1 = 
5823.四则运算题目5823    8 - 7 / 7 / 5 = 
5824.四则运算题目5824    7 / 3 * 3 * 3 = 
5825.四则运算题目5825    9 / 9 / 9 * 7 = 
5826.四则运算题目5826    2 - 2 * 2 * 0 = 
5827.四则运算题目5827    3 / 3 * 6 + 3 = 
5828.四则运算题目5828    5 / 9 + 4 = 
5829.四则运算题目5829    4 * 8 / 4 * 8 = 
5830.四则运算题目5830    3 + 3 * 3 + 3 = 
5831.四则运算题目5831    8 - 5 / 9 + 5 = 
5832.四则运算题目5832    7 + 3 / 1 - 1 = 
5833.四则运算题目5833    1 + 1 + 2 / 5 = 
5834.四则运算题目5834    7 + 9 * 3 - 3 = 
5835.四则运算题目5835    8 * 8 * 4 + 2 = 
5836.四则运算题目5836    2 / 8 * 0 = 
5837.四则运算题目5837    7 / 4 + 7 / 4 = 
5838.四则运算题目5838    7 / 9 * 7 = 
5839.四则运算题目5839    8 * 1 - 3 + 9 = 
5840.四则运算题目5840    4 * 5 + 2 - 7 = 
5841.四则运算题目5841    6 - 4 + 4 + 4 = 
5842.四则运算题目5842    5 + 5 + 2 * 2 = 
5843.四则运算题目5843    4 - 5 / 4 = 
5844.四则运算题目5844    6 / 6 + 5 * 6 = 
5845.四则运算题目5845    4 - 2 / 9 = 
5846.四则运算题目5846    1 + 1 * 9 - 1 = 
5847.四则运算题目5847    6 * 8 - 9 = 
5848.四则运算题目5848    2 / 3 * 6 - 3 = 
5849.四则运算题目5849    0 / 3 + 8 * 9 = 
5850.四则运算题目5850    4 + 9 * 4 + 2 = 
5851.四则运算题目5851    0 / 4 * 8 + 8 = 
5852.四则运算题目5852    8 * 5 / 8 * 1 = 
5853.四则运算题目5853    7 - 1 / 7 = 
5854.四则运算题目5854    3 / 3 / 2 + 2 = 
5855.四则运算题目5855    3 * 3 * 2 - 3 = 
5856.四则运算题目5856    5 - 9 / 5 - 1 = 
5857.四则运算题目5857    9 / 7 * 9 = 
5858.四则运算题目5858    5 + 9 / 5 + 0 = 
5859.四则运算题目5859    9 * 6 / 6 - 9 = 
5860.四则运算题目5860    7 * 9 + 8 - 8 = 
5861.四则运算题目5861    3 / 9 * 2 + 2 = 
5862.四则运算题目5862    5 - 7 / 6 = 
5863.四则运算题目5863    5 + 9 / 5 + 7 = 
5864.四则运算题目5864    4 * 5 - 6 = 
5865.四则运算题目5865    8 - 8 + 8 - 5 = 
5866.四则运算题目5866    5 + 5 + 1 / 8 = 
5867.四则运算题目5867    9 * 5 / 9 - 5 = 
5868.四则运算题目5868    6 + 6 + 1 - 4 = 
5869.四则运算题目5869    8 + 5 - 8 + 7 = 
5870.四则运算题目5870    3 * 2 + 1 - 2 = 
5871.四则运算题目5871    3 - 3 * 7 / 8 = 
5872.四则运算题目5872    6 - 2 + 3 / 6 = 
5873.四则运算题目5873    7 / 7 / 9 * 5 = 
5874.四则运算题目5874    7 - 3 / 7 - 2 = 
5875.四则运算题目5875    1 / 2 * 8 - 2 = 
5876.四则运算题目5876    4 * 9 - 1 = 
5877.四则运算题目5877    7 * 5 - 2 = 
5878.四则运算题目5878    5 * 9 / 1 = 
5879.四则运算题目5879    6 / 2 + 5 - 6 = 
5880.四则运算题目5880    6 + 0 * 6 + 7 = 
5881.四则运算题目5881    5 * 6 + 6 + 6 = 
5882.四则运算题目5882    3 + 4 / 3 + 3 = 
5883.四则运算题目5883    2 - 5 / 9 + 9 = 
5884.四则运算题目5884    3 * 9 - 7 + 3 = 
5885.四则运算题目5885    6 + 6 + 3 / 4 = 
5886.四则运算题目5886    8 / 6 * 6 = 
5887.四则运算题目5887    5 / 9 + 5 / 9 = 
5888.四则运算题目5888    8 / 5 + 6 = 
5889.四则运算题目5889    7 - 5 + 1 / 5 = 
5890.四则运算题目5890    5 + 6 * 6 - 6 = 
5891.四则运算题目5891    9 * 9 * 7 + 0 = 
5892.四则运算题目5892    2 / 4 * 4 = 
5893.四则运算题目5893    1 * 5 / 5 / 3 = 
5894.四则运算题目5894    7 * 5 / 1 - 1 = 
5895.四则运算题目5895    1 + 8 - 1 + 5 = 
5896.四则运算题目5896    4 + 6 * 5 = 
5897.四则运算题目5897    7 - 7 / 4 = 
5898.四则运算题目5898    6 + 9 / 3 * 3 = 
5899.四则运算题目5899    7 - 7 / 6 * 6 = 
5900.四则运算题目5900    8 + 5 - 8 + 0 = 
5901.四则运算题目5901    4 * 7 + 4 * 8 = 
5902.四则运算题目5902    2 + 2 * 3 / 3 = 
5903.四则运算题目5903    8 + 5 / 5 / 8 = 
5904.四则运算题目5904    5 * 8 + 5 * 5 = 
5905.四则运算题目5905    1 + 1 + 0 - 1 = 
5906.四则运算题目5906    6 / 7 + 6 / 9 = 
5907.四则运算题目5907    5 / 6 * 7 - 5 = 
5908.四则运算题目5908    9 * 5 - 5 + 5 = 
5909.四则运算题目5909    8 + 9 - 0 / 8 = 
5910.四则运算题目5910    6 * 8 + 2 - 8 = 
5911.四则运算题目5911    3 / 3 / 6 + 3 = 
5912.四则运算题目5912    9 * 6 + 6 + 6 = 
5913.四则运算题目5913    7 / 2 * 6 - 6 = 
5914.四则运算题目5914    5 + 3 * 3 * 1 = 
5915.四则运算题目5915    9 / 4 + 1 = 
5916.四则运算题目5916    3 * 3 * 3 * 9 = 
5917.四则运算题目5917    5 - 6 / 6 / 5 = 
5918.四则运算题目5918    4 + 4 + 0 - 7 = 
5919.四则运算题目5919    3 + 9 * 3 + 2 = 
5920.四则运算题目5920    2 + 3 * 9 - 8 = 
5921.四则运算题目5921    2 * 6 / 2 - 6 = 
5922.四则运算题目5922    4 + 7 - 4 / 4 = 
5923.四则运算题目5923    5 - 6 / 7 = 
5924.四则运算题目5924    5 / 8 * 5 / 4 = 
5925.四则运算题目5925    7 - 7 / 7 - 5 = 
5926.四则运算题目5926    6 + 4 - 9 / 6 = 
5927.四则运算题目5927    7 + 8 - 7 + 8 = 
5928.四则运算题目5928    7 * 7 * 7 * 6 = 
5929.四则运算题目5929    8 / 1 * 6 + 8 = 
5930.四则运算题目5930    5 + 9 - 5 + 4 = 
5931.四则运算题目5931    8 - 1 * 1 * 4 = 
5932.四则运算题目5932    9 - 1 / 9 - 8 = 
5933.四则运算题目5933    9 / 6 + 9 / 6 = 
5934.四则运算题目5934    3 + 3 - 3 - 1 = 
5935.四则运算题目5935    7 + 7 + 2 / 8 = 
5936.四则运算题目5936    9 - 8 * 6 / 9 = 
5937.四则运算题目5937    7 / 7 - 7 / 7 = 
5938.四则运算题目5938    5 * 4 + 9 = 
5939.四则运算题目5939    4 / 8 + 8 + 2 = 
5940.四则运算题目5940    9 * 6 / 2 = 
5941.四则运算题目5941    9 / 6 - 0 + 6 = 
5942.四则运算题目5942    1 * 3 - 0 / 7 = 
5943.四则运算题目5943    3 * 8 - 9 + 5 = 
5944.四则运算题目5944    6 / 3 * 4 + 0 = 
5945.四则运算题目5945    5 * 2 + 2 + 9 = 
5946.四则运算题目5946    5 * 8 / 9 = 
5947.四则运算题目5947    6 / 2 * 6 / 2 = 
5948.四则运算题目5948    8 + 7 - 7 - 7 = 
5949.四则运算题目5949    3 + 5 / 2 * 4 = 
5950.四则运算题目5950    3 + 8 / 3 + 4 = 
5951.四则运算题目5951    6 * 7 + 7 + 8 = 
5952.四则运算题目5952    6 * 8 / 7 = 
5953.四则运算题目5953    9 * 8 / 4 - 5 = 
5954.四则运算题目5954    5 * 6 - 8 / 5 = 
5955.四则运算题目5955    9 / 9 / 9 * 9 = 
5956.四则运算题目5956    6 + 6 / 8 * 9 = 
5957.四则运算题目5957    8 - 5 / 6 + 8 = 
5958.四则运算题目5958    7 - 9 / 8 = 
5959.四则运算题目5959    5 - 5 / 3 = 
5960.四则运算题目5960    4 / 3 * 3 = 
5961.四则运算题目5961    9 * 3 - 9 * 3 = 
5962.四则运算题目5962    6 + 8 / 1 * 4 = 
5963.四则运算题目5963    3 + 3 * 4 / 3 = 
5964.四则运算题目5964    7 + 2 - 7 / 2 = 
5965.四则运算题目5965    7 + 7 * 9 - 0 = 
5966.四则运算题目5966    6 * 5 + 0 = 
5967.四则运算题目5967    9 / 2 + 8 - 2 = 
5968.四则运算题目5968    4 + 4 + 4 + 1 = 
5969.四则运算题目5969    2 + 2 + 2 + 5 = 
5970.四则运算题目5970    7 - 6 + 5 * 7 = 
5971.四则运算题目5971    4 + 3 * 2 / 2 = 
5972.四则运算题目5972    3 / 4 + 1 = 
5973.四则运算题目5973    7 - 0 + 2 * 2 = 
5974.四则运算题目5974    7 - 6 + 7 - 6 = 
5975.四则运算题目5975    3 / 3 / 7 + 9 = 
5976.四则运算题目5976    4 + 9 * 5 - 9 = 
5977.四则运算题目5977    7 * 2 / 1 - 2 = 
5978.四则运算题目5978    9 - 4 / 3 = 
5979.四则运算题目5979    6 + 6 + 9 - 9 = 
5980.四则运算题目5980    9 / 2 - 3 = 
5981.四则运算题目5981    3 * 8 - 7 = 
5982.四则运算题目5982    9 + 9 + 9 + 3 = 
5983.四则运算题目5983    3 * 5 + 9 - 9 = 
5984.四则运算题目5984    7 * 1 / 7 * 7 = 
5985.四则运算题目5985    4 + 8 - 4 / 5 = 
5986.四则运算题目5986    9 / 1 - 1 * 8 = 
5987.四则运算题目5987    9 + 6 * 9 + 6 = 
5988.四则运算题目5988    2 * 2 * 2 * 4 = 
5989.四则运算题目5989    3 - 8 / 8 + 8 = 
5990.四则运算题目5990    2 - 2 / 7 = 
5991.四则运算题目5991    6 + 5 - 5 - 0 = 
5992.四则运算题目5992    5 - 0 / 3 * 3 = 
5993.四则运算题目5993    5 + 4 * 1 / 8 = 
5994.四则运算题目5994    2 - 9 / 6 + 6 = 
5995.四则运算题目5995    8 - 9 / 9 / 8 = 
5996.四则运算题目5996    8 + 8 - 8 - 8 = 
5997.四则运算题目5997    8 + 7 / 7 / 3 = 
5998.四则运算题目5998    9 / 1 + 3 * 8 = 
5999.四则运算题目5999    3 * 8 - 4 / 8 = 
6000.四则运算题目6000    0 / 2 + 6 - 6 = 
6001.四则运算题目6001    9 - 5 / 9 - 3 = 
6002.四则运算题目6002    9 * 1 + 1 + 9 = 
6003.四则运算题目6003    5 + 5 + 2 - 1 = 
6004.四则运算题目6004    6 / 5 + 4 * 6 = 
6005.四则运算题目6005    5 + 8 - 2 * 5 = 
6006.四则运算题目6006    1 / 7 * 1 / 5 = 
6007.四则运算题目6007    3 / 2 + 2 + 2 = 
6008.四则运算题目6008    3 * 6 - 2 + 2 = 
6009.四则运算题目6009    3 - 2 + 6 * 3 = 
6010.四则运算题目6010    2 + 2 + 8 / 2 = 
6011.四则运算题目6011    6 / 6 / 7 * 3 = 
6012.四则运算题目6012    6 * 2 / 2 + 2 = 
6013.四则运算题目6013    5 + 6 * 6 * 6 = 
6014.四则运算题目6014    5 / 5 / 2 + 5 = 
6015.四则运算题目6015    6 + 0 - 6 + 1 = 
6016.四则运算题目6016    1 * 7 / 1 * 3 = 
6017.四则运算题目6017    1 - 1 / 3 + 1 = 
6018.四则运算题目6018    5 / 2 * 1 - 1 = 
6019.四则运算题目6019    3 * 5 + 0 - 3 = 
6020.四则运算题目6020    4 * 4 * 7 / 9 = 
6021.四则运算题目6021    2 + 5 * 5 * 2 = 
6022.四则运算题目6022    8 - 3 + 3 + 8 = 
6023.四则运算题目6023    2 + 1 / 7 = 
6024.四则运算题目6024    7 * 4 + 7 * 0 = 
6025.四则运算题目6025    1 + 8 - 8 - 1 = 
6026.四则运算题目6026    9 + 5 / 4 - 4 = 
6027.四则运算题目6027    3 * 7 / 7 = 
6028.四则运算题目6028    1 * 1 * 6 / 6 = 
6029.四则运算题目6029    5 + 8 / 2 * 5 = 
6030.四则运算题目6030    3 + 8 * 6 - 6 = 
6031.四则运算题目6031    5 + 1 - 1 - 2 = 
6032.四则运算题目6032    5 * 8 / 4 + 5 = 
6033.四则运算题目6033    6 / 6 / 6 / 6 = 
6034.四则运算题目6034    2 + 3 / 3 / 3 = 
6035.四则运算题目6035    6 / 5 + 5 + 8 = 
6036.四则运算题目6036    1 + 1 / 5 - 1 = 
6037.四则运算题目6037    7 - 1 / 4 = 
6038.四则运算题目6038    1 - 6 / 6 / 5 = 
6039.四则运算题目6039    9 + 8 * 6 = 
6040.四则运算题目6040    3 + 6 * 6 - 3 = 
6041.四则运算题目6041    4 / 8 + 9 - 8 = 
6042.四则运算题目6042    8 * 8 + 9 - 8 = 
6043.四则运算题目6043    9 * 7 + 8 - 7 = 
6044.四则运算题目6044    5 + 3 / 5 = 
6045.四则运算题目6045    8 + 6 * 8 + 6 = 
6046.四则运算题目6046    5 - 2 / 2 / 7 = 
6047.四则运算题目6047    5 - 8 / 6 = 
6048.四则运算题目6048    9 * 3 / 1 - 1 = 
6049.四则运算题目6049    4 * 6 + 2 - 6 = 
6050.四则运算题目6050    2 / 8 - 0 = 
6051.四则运算题目6051    1 + 3 * 7 / 1 = 
6052.四则运算题目6052    2 * 1 / 3 = 
6053.四则运算题目6053    5 - 4 + 5 / 4 = 
6054.四则运算题目6054    9 * 7 - 5 / 7 = 
6055.四则运算题目6055    7 + 7 + 3 / 3 = 
6056.四则运算题目6056    8 / 4 * 8 = 
6057.四则运算题目6057    6 / 4 + 4 + 5 = 
6058.四则运算题目6058    8 * 8 - 5 / 4 = 
6059.四则运算题目6059    0 / 3 + 3 + 4 = 
6060.四则运算题目6060    8 - 3 + 3 + 0 = 
6061.四则运算题目6061    9 * 4 - 5 + 9 = 
6062.四则运算题目6062    7 - 3 / 7 * 7 = 
6063.四则运算题目6063    9 / 3 + 4 * 9 = 
6064.四则运算题目6064    8 / 8 / 9 + 9 = 
6065.四则运算题目6065    5 / 8 + 7 = 
6066.四则运算题目6066    8 + 6 / 7 * 0 = 
6067.四则运算题目6067    1 - 5 / 7 + 1 = 
6068.四则运算题目6068    4 * 7 / 7 / 3 = 
6069.四则运算题目6069    9 + 0 / 5 - 9 = 
6070.四则运算题目6070    4 + 8 / 4 + 4 = 
6071.四则运算题目6071    4 + 4 + 5 / 4 = 
6072.四则运算题目6072    9 * 5 / 3 - 5 = 
6073.四则运算题目6073    6 + 3 - 9 / 6 = 
6074.四则运算题目6074    6 * 6 * 6 - 9 = 
6075.四则运算题目6075    3 - 2 / 8 * 3 = 
6076.四则运算题目6076    3 / 4 * 3 / 4 = 
6077.四则运算题目6077    7 + 8 / 2 * 7 = 
6078.四则运算题目6078    6 + 7 * 7 * 8 = 
6079.四则运算题目6079    9 + 8 * 9 + 0 = 
6080.四则运算题目6080    9 / 8 * 8 * 9 = 
6081.四则运算题目6081    1 - 1 + 1 + 8 = 
6082.四则运算题目6082    5 + 5 + 7 * 4 = 
6083.四则运算题目6083    8 * 1 / 7 = 
6084.四则运算题目6084    4 / 6 * 9 + 6 = 
6085.四则运算题目6085    9 + 9 + 0 - 3 = 
6086.四则运算题目6086    4 + 6 / 8 = 
6087.四则运算题目6087    3 - 6 / 2 + 3 = 
6088.四则运算题目6088    6 * 4 - 2 + 6 = 
6089.四则运算题目6089    6 - 5 + 5 + 6 = 
6090.四则运算题目6090    9 * 6 + 6 - 9 = 
6091.四则运算题目6091    7 - 3 / 5 + 5 = 
6092.四则运算题目6092    0 + 4 * 5 = 
6093.四则运算题目6093    2 + 4 * 8 = 
6094.四则运算题目6094    7 * 7 * 2 = 
6095.四则运算题目6095    5 * 2 / 7 = 
6096.四则运算题目6096    9 - 7 + 5 * 7 = 
6097.四则运算题目6097    5 + 0 - 0 - 4 = 
6098.四则运算题目6098    2 / 7 * 2 / 2 = 
6099.四则运算题目6099    6 + 4 * 3 - 3 = 
6100.四则运算题目6100    6 - 3 / 6 = 
6101.四则运算题目6101    8 * 4 + 4 / 4 = 
6102.四则运算题目6102    3 + 7 / 3 + 3 = 
6103.四则运算题目6103    5 / 9 + 6 - 5 = 
6104.四则运算题目6104    4 + 4 + 8 * 9 = 
6105.四则运算题目6105    9 - 9 / 2 = 
6106.四则运算题目6106    8 - 6 + 3 / 8 = 
6107.四则运算题目6107    5 * 5 * 5 + 0 = 
6108.四则运算题目6108    5 / 2 * 1 + 3 = 
6109.四则运算题目6109    9 / 9 / 7 + 4 = 
6110.四则运算题目6110    1 / 8 * 8 + 8 = 
6111.四则运算题目6111    6 - 7 / 3 + 6 = 
6112.四则运算题目6112    9 / 4 + 6 = 
6113.四则运算题目6113    7 - 1 / 5 = 
6114.四则运算题目6114    1 / 1 / 3 + 1 = 
6115.四则运算题目6115    1 + 7 * 3 - 0 = 
6116.四则运算题目6116    5 - 2 / 8 = 
6117.四则运算题目6117    5 + 5 + 8 * 2 = 
6118.四则运算题目6118    2 * 2 * 5 + 9 = 
6119.四则运算题目6119    3 * 7 / 5 = 
6120.四则运算题目6120    6 * 9 / 9 = 
6121.四则运算题目6121    9 - 7 / 2 + 2 = 
6122.四则运算题目6122    4 / 4 / 9 + 0 = 
6123.四则运算题目6123    2 * 9 / 9 / 9 = 
6124.四则运算题目6124    4 + 9 * 9 * 9 = 
6125.四则运算题目6125    1 / 3 + 1 / 3 = 
6126.四则运算题目6126    5 * 8 - 7 / 7 = 
6127.四则运算题目6127    4 * 4 * 4 / 4 = 
6128.四则运算题目6128    9 / 2 - 2 - 0 = 
6129.四则运算题目6129    5 - 6 * 6 * 0 = 
6130.四则运算题目6130    6 + 5 / 6 + 5 = 
6131.四则运算题目6131    8 - 3 / 5 + 6 = 
6132.四则运算题目6132    0 * 0 * 7 / 8 = 
6133.四则运算题目6133    6 * 2 - 5 / 2 = 
6134.四则运算题目6134    6 / 9 + 6 - 6 = 
6135.四则运算题目6135    6 + 5 * 6 + 1 = 
6136.四则运算题目6136    3 + 8 / 7 * 3 = 
6137.四则运算题目6137    3 - 9 / 6 + 3 = 
6138.四则运算题目6138    5 / 3 + 4 - 3 = 
6139.四则运算题目6139    6 + 7 / 6 + 7 = 
6140.四则运算题目6140    9 / 9 + 9 - 9 = 
6141.四则运算题目6141    8 + 7 - 2 / 7 = 
6142.四则运算题目6142    8 - 0 + 0 + 6 = 
6143.四则运算题目6143    8 + 9 - 9 - 7 = 
6144.四则运算题目6144    6 + 6 + 3 / 6 = 
6145.四则运算题目6145    7 * 1 + 0 - 2 = 
6146.四则运算题目6146    1 * 4 / 1 * 6 = 
6147.四则运算题目6147    4 / 2 * 8 - 8 = 
6148.四则运算题目6148    8 * 8 * 8 - 7 = 
6149.四则运算题目6149    6 * 6 + 6 - 6 = 
6150.四则运算题目6150    2 * 2 * 7 - 7 = 
6151.四则运算题目6151    2 / 3 + 3 + 1 = 
6152.四则运算题目6152    4 + 9 / 7 - 4 = 
6153.四则运算题目6153    1 - 3 / 8 + 1 = 
6154.四则运算题目6154    8 + 8 + 3 * 6 = 
6155.四则运算题目6155    1 + 0 - 1 + 9 = 
6156.四则运算题目6156    3 + 5 * 3 + 5 = 
6157.四则运算题目6157    1 / 6 + 6 - 6 = 
6158.四则运算题目6158    3 + 1 / 7 - 1 = 
6159.四则运算题目6159    3 / 5 * 4 = 
6160.四则运算题目6160    9 * 5 / 9 * 1 = 
6161.四则运算题目6161    6 / 8 + 8 - 1 = 
6162.四则运算题目6162    1 * 1 / 8 + 1 = 
6163.四则运算题目6163    1 * 3 + 1 * 1 = 
6164.四则运算题目6164    9 + 5 * 9 + 8 = 
6165.四则运算题目6165    7 - 1 / 6 + 7 = 
6166.四则运算题目6166    8 * 8 * 6 / 8 = 
6167.四则运算题目6167    4 / 3 * 7 - 7 = 
6168.四则运算题目6168    7 * 4 / 4 = 
6169.四则运算题目6169    0 + 8 * 4 / 3 = 
6170.四则运算题目6170    9 / 4 * 3 = 
6171.四则运算题目6171    5 - 2 / 6 + 6 = 
6172.四则运算题目6172    7 + 3 * 8 / 8 = 
6173.四则运算题目6173    5 / 3 - 5 / 5 = 
6174.四则运算题目6174    2 / 8 * 8 = 
6175.四则运算题目6175    3 + 3 - 3 + 3 = 
6176.四则运算题目6176    6 * 8 + 9 - 8 = 
6177.四则运算题目6177    8 * 5 / 4 = 
6178.四则运算题目6178    6 - 5 * 3 / 9 = 
6179.四则运算题目6179    5 / 1 - 4 + 4 = 
6180.四则运算题目6180    3 + 7 / 3 + 7 = 
6181.四则运算题目6181    8 + 5 * 6 / 8 = 
6182.四则运算题目6182    6 + 4 - 4 - 5 = 
6183.四则运算题目6183    4 - 2 / 3 = 
6184.四则运算题目6184    5 + 3 / 5 + 6 = 
6185.四则运算题目6185    0 * 0 * 6 / 3 = 
6186.四则运算题目6186    1 + 4 / 8 * 6 = 
6187.四则运算题目6187    7 + 7 + 8 - 3 = 
6188.四则运算题目6188    7 / 7 + 6 - 6 = 
6189.四则运算题目6189    3 * 5 - 4 + 5 = 
6190.四则运算题目6190    1 / 3 + 1 / 1 = 
6191.四则运算题目6191    7 - 1 * 1 * 4 = 
6192.四则运算题目6192    2 * 5 / 2 * 7 = 
6193.四则运算题目6193    3 * 6 + 8 - 8 = 
6194.四则运算题目6194    8 / 8 / 8 + 5 = 
6195.四则运算题目6195    5 * 7 + 7 + 7 = 
6196.四则运算题目6196    9 / 7 + 7 + 1 = 
6197.四则运算题目6197    7 * 3 + 8 - 3 = 
6198.四则运算题目6198    2 * 2 * 1 - 1 = 
6199.四则运算题目6199    6 * 6 * 3 + 6 = 
6200.四则运算题目6200    2 + 1 / 4 - 2 = 
6201.四则运算题目6201    9 * 7 + 5 = 
6202.四则运算题目6202    3 * 3 * 3 / 3 = 
6203.四则运算题目6203    7 / 7 / 7 / 6 = 
6204.四则运算题目6204    7 - 6 + 7 - 4 = 
6205.四则运算题目6205    0 + 0 + 3 * 6 = 
6206.四则运算题目6206    2 - 3 / 2 + 3 = 
6207.四则运算题目6207    2 / 2 / 6 * 6 = 
6208.四则运算题目6208    8 * 8 * 6 / 6 = 
6209.四则运算题目6209    5 / 6 * 3 = 
6210.四则运算题目6210    4 + 8 * 7 - 8 = 
6211.四则运算题目6211    5 * 4 - 4 - 6 = 
6212.四则运算题目6212    9 + 6 / 6 / 6 = 
6213.四则运算题目6213    5 + 4 / 5 + 7 = 
6214.四则运算题目6214    6 - 3 / 6 - 1 = 
6215.四则运算题目6215    1 + 3 * 1 - 3 = 
6216.四则运算题目6216    2 * 2 + 8 - 7 = 
6217.四则运算题目6217    1 + 8 / 9 - 1 = 
6218.四则运算题目6218    0 + 0 + 1 / 4 = 
6219.四则运算题目6219    3 + 4 - 4 - 1 = 
6220.四则运算题目6220    7 / 2 * 7 / 2 = 
6221.四则运算题目6221    9 / 9 / 9 / 5 = 
6222.四则运算题目6222    4 * 3 / 7 = 
6223.四则运算题目6223    8 - 2 / 2 / 8 = 
6224.四则运算题目6224    9 - 5 + 1 / 9 = 
6225.四则运算题目6225    7 / 2 * 7 = 
6226.四则运算题目6226    7 * 4 + 1 - 7 = 
6227.四则运算题目6227    7 * 4 + 7 * 7 = 
6228.四则运算题目6228    3 * 3 * 3 * 3 = 
6229.四则运算题目6229    8 / 3 * 7 = 
6230.四则运算题目6230    6 * 4 + 4 / 2 = 
6231.四则运算题目6231    8 * 2 / 2 / 8 = 
6232.四则运算题目6232    7 * 6 + 2 / 2 = 
6233.四则运算题目6233    4 * 9 + 6 - 4 = 
6234.四则运算题目6234    4 + 9 - 8 * 0 = 
6235.四则运算题目6235    3 / 6 + 8 = 
6236.四则运算题目6236    2 - 6 / 3 = 
6237.四则运算题目6237    7 - 6 + 6 / 6 = 
6238.四则运算题目6238    2 / 5 + 7 - 1 = 
6239.四则运算题目6239    6 / 6 / 1 = 
6240.四则运算题目6240    7 / 9 + 3 * 3 = 
6241.四则运算题目6241    6 - 2 / 5 * 2 = 
6242.四则运算题目6242    9 + 3 * 5 - 5 = 
6243.四则运算题目6243    8 + 1 / 9 * 1 = 
6244.四则运算题目6244    6 + 2 / 2 / 6 = 
6245.四则运算题目6245    8 + 9 / 9 / 4 = 
6246.四则运算题目6246    2 / 2 / 7 - 0 = 
6247.四则运算题目6247    6 * 9 + 1 - 6 = 
6248.四则运算题目6248    9 * 2 / 9 * 9 = 
6249.四则运算题目6249    1 + 6 - 1 + 4 = 
6250.四则运算题目6250    5 + 2 - 2 - 4 = 
6251.四则运算题目6251    1 / 1 / 5 + 2 = 
6252.四则运算题目6252    6 - 1 / 2 = 
6253.四则运算题目6253    1 * 1 / 9 + 7 = 
6254.四则运算题目6254    1 / 9 + 9 + 7 = 
6255.四则运算题目6255    1 + 1 + 1 / 9 = 
6256.四则运算题目6256    8 - 4 / 8 - 0 = 
6257.四则运算题目6257    7 - 2 + 6 * 6 = 
6258.四则运算题目6258    4 - 6 / 4 - 0 = 
6259.四则运算题目6259    6 + 8 - 4 = 
6260.四则运算题目6260    3 - 2 + 8 / 2 = 
6261.四则运算题目6261    4 / 5 * 4 = 
6262.四则运算题目6262    5 - 4 + 7 / 4 = 
6263.四则运算题目6263    2 / 6 * 8 + 2 = 
6264.四则运算题目6264    9 - 6 / 2 + 2 = 
6265.四则运算题目6265    6 + 8 / 2 = 
6266.四则运算题目6266    5 * 7 / 4 - 7 = 
6267.四则运算题目6267    3 / 3 / 1 * 5 = 
6268.四则运算题目6268    3 + 3 * 1 / 7 = 
6269.四则运算题目6269    7 + 7 + 8 / 5 = 
6270.四则运算题目6270    8 - 6 + 6 + 8 = 
6271.四则运算题目6271    8 / 5 + 8 / 8 = 
6272.四则运算题目6272    1 / 5 * 3 = 
6273.四则运算题目6273    5 / 6 * 6 = 
6274.四则运算题目6274    4 + 7 - 7 - 4 = 
6275.四则运算题目6275    8 + 6 * 6 * 7 = 
